,Unnamed: 0,Unnamed: 0.1,Audioguida,Circoscrizione,Comune,Descrizione,Descrizione breve,Email,Evento della vita,Fonte,Galleria immagini,Immagine,Impianto gestito da,Indirizzo,Indirizzo web,Informazioni,Leggi le informazioni dettagliate,Nominativo contatto,Riferimento,Scheda,Tags,Telefono,Tipologia di luogo,Titolo,Video,address,lat,lon,modified,published,remoteId,Province,Street,Number,CAP,Type,Tipologia di luogo en
1602,2178,27,,,Fascia,"La prima testimonianza di una cappella ad Alba risale al 1410 quando un certo Cristano da Alba ottenne dal vescovo di Bressanone il permesso di costruire una piccola cappella intitolata a Sant’Antonio che potesse servire gli abitanti della sua vicinia. L’esterno della chiesa ha conservato il suo carattere tardogotico nonostante un’aggiunta moderna. Nel coro e nella navata si conservano importanti affreschi rinascimentali. Alla sommità del coro una nicchia al cui centro il Risorto su un piedistallo che reca l’iscrizione CHRISTVS. Nella prima campata del coro tre apostoli, probabilmente attorno era raffigurato il resto di un ciclo di apostoli. ",,,,,,/var/comunitafassa/storage/images/guida-alla-val-di-fassa/chiese/chiesa-di-san-antonio-abate-alba-di-canazei/2156359-1-ita-IT/Chiesa-di-San-Antonio-Abate-Alba-di-Canazei.jpg,,,,,http://www.chieseitaliane.chiesacattolica.it/chieseitaliane/index.jsp|www.chieseitaliane.it,,,,,,Chiesa,Chiesa di San Antonio Abate - Alba di Canazei ,,"Via Soraperra, alba di Canazei",46.466570000000004,11.77639,2018-02-01T12:02:53+01:00,2014-07-22T11:50:34+02:00,b2667cec845fca849932a9530cbb8809,TN,via soraperra alba di canazei,,,PointOfInterest,Church
1622,2204,53,,,Fascia,,,,,,,,,,,,,,,,"Consultazione e prestito,Prestito interbibliotecario,Reference,Internet",,Biblioteca,Biblioteca comunale,,,46.476728,11.770302000000001,2018-08-09T11:20:54+02:00,2012-05-11T10:24:36+02:00,65bcd0b0acfdb442b4611a4c69bf3701,TN,,,,PointOfInterest,Library
1623,2205,54,,,Fascia,,,,,,,,,,,,,,,,"Consultazione e prestito,Prestito interbibliotecario,Reference,Internet",,Biblioteca,"Biblioteca comunale ""E. Chiocchetti""",,,46.364101,11.666189,2018-08-09T11:19:50+02:00,2012-05-11T10:24:54+02:00,24d8cea9a189b4708ecf9a666c5c0c1a,TN,,,,PointOfInterest,Library
1715,2306,155,,,Fascia,"La chiesa di S. Vigilio sovrasta la città con il suo campanile gotico mentre al suo interno si possono ammirare numerose opere, tra cui la pala d’altare del pittore moenese Valentino Rovisi in cui vi è raffigurato San Vigilio tra i Santi Massenzia e Giovanni Nepomuceno. Anche la drapperia che circonda la pala è stata dipinta da Rovisi.",,,,,,/var/comunitafassa/storage/images/guida-alla-val-di-fassa/chiese/chiesa-di-s.-vigilio-moena/337431-1-ita-IT/Chiesa-di-S.-Vigilio-Moena.jpg,,,,,http://www.visittrentino.it/it/cosa_fare/da_vedere/dettagli/dett/chiesa-di-s-vigilio-moena|http://www.visittrentino.it,,,,,,Chiesa,Chiesa di S. Vigilio - Moena ,,"Strada Don G. Iori, 10 38035 Moena, Italy",46.37642,11.6616,2018-02-01T12:13:55+01:00,2012-08-21T17:18:15+02:00,ed1a7e84d96c2af54edab2ed92a3baee,TN,strada don g. iori,10,38035,PointOfInterest,Church
1716,2307,156,,,Fascia,"La tradizione popolare vuole la chiesetta di Volfango l’edificio sacro più antico di Moena. Da segnalare  il ciclo di affreschi, recentemente restaurato che risalirebbero alla seconda metà del '400,  il bel soffitto ligneo dello scultore moenese Giovanni Guadagnini ed un magnifico crocefìsso forse seicentesco, anch’esso in legno.",,,,,,/var/comunitafassa/storage/images/guida-alla-val-di-fassa/chiese/chiesa-di-s.-volfango-moena/337439-3-ita-IT/Chiesa-di-S.-Volfango-Moena.jpg,,,,,http://www.visittrentino.it/it/cosa_fare/da_vedere/dettagli/dett/chiesa-di-s-volfango|www.visittrentino.it,,,,,,Chiesa,Chiesa di S. Volfango - Moena ,,"Strada Don G. Iori, 10 38035 Moena, Italy",46.37642,11.6616,2018-02-01T12:14:31+01:00,2012-08-21T17:33:10+02:00,a963ca7d6daa70c8e5907acb3b955564,TN,strada don g. iori,10,38035,PointOfInterest,Church
1718,2309,158,,,Fascia,"S. Giovanni, a Vigo di Fassa, è un edificio gotico quattrocentesco al centro del paesaggio dolomitico. Fu la chiesa madre di tutte le altre sparse in Val di Fassa ed edificate tra la prima e la seconda metà del 1500.",,,,,,/var/comunitafassa/storage/images/guida-alla-val-di-fassa/chiese/chiesa-di-s.-giovanni-vigo-di-fassa/337455-1-ita-IT/Chiesa-di-S.-Giovanni-Vigo-di-Fassa.jpg,,,,,http://www.visittrentino.it/it/cosa_fare/da_vedere/dettagli/dett/chiesa-di-s-giovanni|www.visittrentino.it,,,,,,Chiesa,Chiesa di S. Giovanni - Vigo di Fassa ,,"Strada De La Pieif, 14 38039, Vigo di Fassa, Italy",46.420863,11.674877,2018-02-01T12:12:37+01:00,2012-08-21T18:02:57+02:00,d3c021d4a76d92e0d5a662dc8f66998e,TN,strada de la pieif,14,38039,PointOfInterest,Church
1719,2310,159,,,Fascia,"La chiesa, che sorge su un colle sopra Vigo, è citata nei documenti solo n el 1237, ma ha origini assai più remote. Il Santuario di S. Giuliana presenta al suo interno un grande affresco che raffigura le vicende della Santa e  un pregevole trittico scolpito con la statua della Madonna al centro, S. Giuliana a sinistra e S. Margherita a destra. Il soffitto del presbiterio è affrescato da figure di angeli, musicanti, profeti, evangelisti e santi, con al centro una rarissima rappresentazione della Trinità con una testa con tre volti.",,,,,,/var/comunitafassa/storage/images/guida-alla-val-di-fassa/chiese/chiesa-di-s.-giuliana-vigo-di-fassa/337463-1-ita-IT/Chiesa-di-S.-Giuliana-Vigo-di-Fassa.jpg,,,,,http://www.visittrentino.it/it/cosa_fare/da_vedere/dettagli/dett/chiesa-di-s-giuliana|www.visittrentino.it,,,,,,Chiesa,Chiesa di S. Giuliana - Vigo di Fassa ,,"Strèda Roma, 36 38032 Canazei, Italy",46.475608,11.738271000000001,2018-02-01T12:13:19+01:00,2012-08-21T18:15:13+02:00,c9681f97cdea2abf7e3c144d77090c21,TN,strèda roma,36,38032,PointOfInterest,Church
1738,2338,3,,,Pieve di Bono-Prezzo,,"Scuola Primaria e Scuola Secondaria di primo grado: ""G. Pascoli"" ",segr.ic.chiese@scuole.provincia.tn.it,,,,,,"Via alla Fiera, 1 - 38085 Pieve di Bono (TN)",,,,,,,,0465 674049 - fax 0465 670557,Scuola elementare,Istituto comprensivo del CHIESE “Don L. Milani”,,"P2 - Garage Centro Europa, Via Segantini, Piazzina, San Martino, Trento, Provincia autonoma di Trento, Trentino-Alto Adige, 38122, Italia",45.940870000000004,10.637757,2016-04-28T16:04:42+02:00,2015-12-10T09:25:22+01:00,ffb1a740acd7c0f923730b9ed6b4e07d,TN,via segantini,,38122,PointOfInterest,Elementary school
1740,2341,6,,,Pieve di Bono-Prezzo,"L’iscrizione recita: “In honorem B. V. Gratiarum questo tempietto ove la B. V. delle Grazie da oltre quattro secoli venerata ed invocata sparge celesti favori, devastato durante la guerra 1914-18 la pietà del popolo di Prezzo volle restaurare e decorare negli anni 1919 1921 1933 1966”.
Interventi di restauro si sono avuti anche in seguito all’ultima data dell’iscrizione, per esempio nel 1994 quello della facciata, e un altro si dovrebbe fare in un futuro abbastanza immediato, riguardante soprattutto l’interno e il campanile.
Verso la fine degli anni Cinquanta o primi anni Sessanta, era facile vedere nei pomeriggi di domenica dei gruppetti di donne in preghiera, con in mano il rosario, provenienti a piedi dai paesi vicini che si recavano nella nostra chiesetta per ringraziare la Madonna, chiedere grazie o semplicemente per fare una visita.
La ricorrenza della Madonna delle Grazie veniva un tempo festeggiata nella seconda domenica di settembre; poi è stata anticipata alla prima per consentire ai cacciatori di partecipare alla Santa Messa prima che iniziasse la caccia. In tale occasione tutta la popolazione del paese vi sale in processione e vi si celebra la Santa Messa.
Da alcuni anni è stata poi ripresa la tradizione della fiaccolata, ora inter parrocchiale, della sera del venerdì santo; anche questa, ora anticipata al martedì per evitare sovrapposizioni con altre parrocchie. Inizialmente, più che fiaccole, si usavano le candeline distribuite in chiesa il giorno della Candelora e, lungo tutto il tragitto, il sacrestano Battista Maestri accendeva dei fuochi sui muretti con segatura, petrolio e carburo, mentre i ragazzi accompagnavano col suono di ciganugn e cigagnole (raganelle in legno più o meno grandi).In passato, quando molte famiglie avevano ancora le mucche, le macchine erano poche e, quindi, non era facile spostarsi liberamente, molti uomini, durante la settimana santa si trovavano con le bestie a Zeprìo, località con fienili posta a mezza montagna al disopra della chiesetta e di lassù, recandosi su una piccola altura dove accendevano un fuoco, partecipavano virtualmente ma col cuore alla funzione religiosa e facevano sentire la loro presenza battendo con ciotole di legno sui loro secchi del latte! Inutile dire che un tempo la venerazione per la Madonna era grande per i nostri nonni e genitori, ma anche oggi gli abitanti di Prezzo Le sono molto devoti e a Lei affidano la protezione del paese, fiduciosi nel suo aiuto costante di madre premurosa.","A monte dell’abitato di Prezzo, in mezzo al verde della località “La Madona”, sorge una chiesetta, dedicata, come da iscrizione sulla facciata principale, alla Madonna delle Grazie, cui la popolazione del paese era ed è molto devota.Tale chiesetta risale al Quattrocento-Cinquecento; nel tempo c’è però stata una sua distruzione durante la Grande Guerra con successiva ricostruzione e, quindi, nel volgere degli anni si sono susseguiti diversi restauri.",,,,,/var/pievedibonoprezzo/storage/images/territorio/cosa-visitare/a-prezzo/chiesetta-della-madonna-delle-grazie/20517-1-ita-IT/Chiesetta-della-Madonna-delle-Grazie.jpg,,,,,,,,,,,Chiesa,Chiesetta della Madonna delle Grazie,,"Via Trento, Prezzo, Pieve di Bono-Prezzo, 38085, Trentino-Alto Adige, Italia",45.935423,10.631756,2016-05-05T09:17:56+02:00,2015-12-10T09:41:53+01:00,bd53f64a332e43409463c9cf6032fa30,TN,via trento,,38085,PointOfInterest,Church
1741,2347,12,,,Pieve di Bono-Prezzo,,,,,,,,,"Via Fiera, 9/B - 38085 Pieve di Bono (TN)",,,,,,,,0465 674083,Scuola infanzia,"Scuola dell'infanzia Equiparata ""Alimonta""",,"P2 - Garage Centro Europa, Via Segantini, Piazzina, San Martino, Trento, Provincia autonoma di Trento, Trentino-Alto Adige, 38122, Italia",45.940807,10.637889,2016-04-28T16:00:15+02:00,2015-12-02T11:11:31+01:00,efb841a1a9b6c7908c623046f4e2e250,TN,via segantini,,38122,PointOfInterest,Kindergarten
1742,2348,13,,,Pieve di Bono-Prezzo,,,info@lisolachenonce.tn.it,,,,,,Via Roma 38/A - 38085 Pieve di Bono (TN),,,,,,,,0465 673138 - fax 0465 673138,Nido infanzia,"Asilo Nido ""L'Isola che non c'è""",,"P2 - Garage Centro Europa, Via Segantini, Piazzina, San Martino, Trento, Provincia autonoma di Trento, Trentino-Alto Adige, 38122, Italia",45.93779,10.635952,2016-04-28T15:58:36+02:00,2015-12-02T11:12:12+01:00,e9faee1c2a17bb938da6ea593b80bae8,TN,via segantini,,38122,PointOfInterest,Nursery nest
1743,2349,0,,,Baselga di Pinè,"La pala dell’attuale altare maggiore è di G. Tarter. Vi è stata sovrapposta una tavola a tempera di valente pittore del primo rinascimento tedesco (fine del XV sec., inizio di quello successivo) raffigurante la Madonna in trono con Bambino, i santi Vigilio e Dorotea ai lati, Sebastiano, Antonio abate e Rocco sullo sfondo. Nella cappella di sinistra, a lato dell’altare dell’Addolorata, si apre un elegante portale del Rinascimento (bugne a punta di diamante, rosette e intarsi di marmo nero nell’architrave) della vecchia chiesa.","La Chiesa parrocchiale di S. Rocco a Miola, fu costruita nel 1914 accanto alla vecchia chiesa del XVI sec. (Sacristia). L’interno conserva l’altare ligneo barocco decorato (1694) già altare maggiore: bassorilievo dell’Annunciazione del timpano, pala della Madonna in gloria con i santi Rocco, Sebastiano, Dorotea, Floriano (notare le sue vesti da gentiluomo della prima metà del Seicento) dipinto da Giovanbattista Roveda nel 1613.",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-parrocchiale-di-s.-rocco/13237-1-ita-IT/Chiesa-parrocchiale-di-S.-Rocco.jpg,,,,,,,,,,,Chiesa,Chiesa parrocchiale di S. Rocco,,miola baselga di pinè,46.126861,11.250003,2014-05-22T15:17:47+02:00,2013-11-22T16:45:43+01:00,261b19cbe4cfec8aa24da262b3261090,TN,miola,,,PointOfInterest,Church
1744,2350,1,,,Baselga di Pinè,,La Chiesa di Sternigo è nella parte alta del paese al margine dei ripidi campi terrazzati. Nominata nel 1673 e rimaneggiata nel 1785 è stata rinnovata all’interno nel 1940. Conserva un ciclo affrescato a graffito di Gino Pancheri.,,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-di-sternigo/13245-1-ita-IT/Chiesa-di-Sternigo.jpg,,,,,,,,,,,Chiesa,Chiesa di Sternigo,,baselga di pinè,46.131489,11.246595,2014-05-08T11:22:01+02:00,2013-11-22T16:46:32+01:00,9236aee127c89d9ac6555c7cfd1dc22b,TN,,,,PointOfInterest,Church
1745,2351,2,,,Baselga di Pinè,,"La Chiesa di S. Antonio da Padova a Rizzolaga è fondata sulle rupe porfirica dei Ronchi in posizione isolata e dominante. Ricordata dal XVII secolo, fu riedificata tra il 1780 e il 1785, anno in cui fu benedetta.  ",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-di-s.-antonio-da-padova/13253-1-ita-IT/Chiesa-di-S.-Antonio-da-Padova.jpg,,,,,,,,,,,Chiesa,Chiesa di S. Antonio da Padova,,Rizzolaga baselga di pinè,46.146547,11.264078999999999,2014-05-08T11:22:45+02:00,2013-11-22T16:47:20+01:00,cf76282cdade354c9f38a1f6e4297c43,TN,,,,PointOfInterest,Church
1746,2352,3,,,Baselga di Pinè,,"La Chiesa parrocchiale della Trinità a Faida fu costruita nel luogo attuale tra il 1857 e il 1871. Le porte laterali, interna ed esterna, sono di un edificio barocco. L’interno custodisce due preziosi altari (laterali) barocchi (XVII sec.) ad intarsi policromi di marmo, provenienti da Rovereto. La gran fontana di pietra, coperta, presso la Famiglia Cooperativa, è del 1887.",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-parrocchiale-della-trinita/13261-1-ita-IT/Chiesa-parrocchiale-della-Trinita.jpg,,,,,,,,,,,Chiesa,Chiesa parrocchiale della Trinità,,Faida baselga di pinè,46.109629999999996,11.252834,2014-05-08T11:23:31+02:00,2013-11-22T16:48:07+01:00,40ae4a20a2986eeb64ab93b73f5c6447,TN,,,,PointOfInterest,Church
1747,2353,4,,,Baselga di Pinè,,"La Chiesa degli Angeli Custodi a Ricaldo fu edificata nei primi anni del XVIII sec. probabilmente dal conte Simone Felice Luca di Schreck. I suoi discendenti si rifugiarono nel villaggio durante l’occupazione napoleonica, recandovi un prezioso calice gotico d’argento con lo stemma smaltato di Massimiliano I. Si tratta di un prezioso lavoro di oreficeria della seconda metà del XV sec. donato da Massimiliano alla chiesa di S. Pietro in Trento in onore di Simone, allora ritenuto martirizzato dagli Ebrei.",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-degli-angeli-custodi/13269-1-ita-IT/Chiesa-degli-Angeli-Custodi.jpg,,,,,,,,,,,Chiesa,Chiesa degli Angeli Custodi,,Ricaldo baselga di pinè,46.13558,11.248280000000001,2014-05-22T15:18:12+02:00,2013-11-22T16:48:49+01:00,63157c23b06bdb7499f991059cbf27fc,TN,,,,PointOfInterest,Church
1748,2354,5,,,Baselga di Pinè,,"La Chiesa di San Mauro a San Mauro di Piné è uno dei più significativi monumenti d'arte minore trentina. Esisteva con certezza nella prima metà del XIII secolo. La facciata è adornata da un atrio rinascimentale a tre archi a pieno sesto sostenuti da 4 colonne. L'interno è gotico. Appeso alla parete sinistra si può ammirare il celebre trittico tardogotico di legno scolpito, dorato e dipinto.",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-di-san-mauro/13277-1-ita-IT/Chiesa-di-San-Mauro.jpg,,,,,,,,,,,Chiesa,Chiesa di San Mauro,,San Mauro di Piné,46.12504600000001,11.222631,2014-05-08T11:25:41+02:00,2013-11-22T16:49:31+01:00,c7794519b3f823b992d73f65aa69e1f1,TN,,,,PointOfInterest,Church
1749,2355,6,,,Baselga di Pinè,,"La Chiesa parrocchiale di S. Anna a Montagnaga di Piné, dedicata alla Madonna di Caravaggio, è assurta a Santuario Mariano dopo le apparizioni della Madonna alla pastorella Domenica Targa (anno 1729).",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-parrocchiale-di-s.-anna/13285-3-ita-IT/Chiesa-parrocchiale-di-S.-Anna.jpg,,,,,,,,,,,Chiesa,Chiesa parrocchiale di S. Anna,,Montagnaga di Piné,46.101586,11.236857,2014-05-08T11:26:27+02:00,2013-11-22T16:50:13+01:00,c7cf08f0bb965770b87f8dc67c5927a9,TN,,,,PointOfInterest,Church
1750,2356,7,,,Baselga di Pinè,,"La Chiesa di S. Maria Assunta a Baselga di Piné sorge su una piazzola circondata dalle più vecchie costruzioni di Baselga. Pregevole l'abside in stile gotico che presenta tre finestre a traforo di pietra tufacea locale. Della chiesa pievana dell'Assunta non esiste alcuna notizia storica fino al 1265, anche se la sua presenza è sicuramente più antica.",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesa-di-s.-maria-assunta/13213-1-ita-IT/Chiesa-di-S.-Maria-Assunta.jpg,,,,,,,,,,,Chiesa,Chiesa di S. Maria Assunta,,baselga di pinè,46.131489,11.246595,2014-05-08T11:17:51+02:00,2013-11-22T16:43:03+01:00,384252724a0cecd359f6fc04a5d32ed4,TN,,,,PointOfInterest,Church
1751,2357,8,,,Baselga di Pinè,,La Chiesetta di Santa Lucia a Tressilla è ricordata a partire dal 1724. Ha tetto a capanna con campanile a vela (il castelletto della campanella reca la data del 1920). Accoglie un altare barocco di legno scolpito e dorato con tela settecentesca.  ,,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesetta-di-santa-lucia/13221-1-ita-IT/Chiesetta-di-Santa-Lucia.jpg,,,,,,,,,,,Chiesa,Chiesetta di Santa Lucia,,baselga di pinè,46.131489,11.246595,2014-05-08T11:18:52+02:00,2013-11-22T16:44:02+01:00,63ebe79eaaee82ca7e46ce60959b79f1,TN,,,,PointOfInterest,Church
1752,2358,9,,,Baselga di Pinè,,"La Chiesetta di San Giuseppe a Vigo fu edificata, sembra, nella prima metà del XVII sec. e consacrata nel 1652. Dalla chiesa si gode una bellissima vista sui monti trentini: dal massiccio della Vigolana, alla Valle dell’Adige, dal Bondone al Baldo. Di fronte, oltre la catena del Gaza-Paganella, si vede tutto il gruppo dolomitico di Brenta, dal Monte Peller in Val di Non, alle cime di Stenico in Val Giudicarie.",,,,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/chiese/chiesetta-di-san-giuseppe/13229-1-ita-IT/Chiesetta-di-San-Giuseppe.jpg,,,,,,,,,,,Chiesa,Chiesetta di San Giuseppe,,vigo baselga di pinè,46.125709,11.240910000000001,2014-05-08T11:20:38+02:00,2013-11-22T16:44:51+01:00,f425300d8636bff1815925f582f46f56,TN,vigo,,,PointOfInterest,Church
1753,2359,10,,,Baselga di Pinè,"Conca della Comparsa e Monumento al Redentore
Nella conca della Comparsa, a Montagnaga di Piné, sorge un gruppo bronzeo, fuso a Lione e benedetto il 14 maggio 1887, composto di due statue in grandezza naturale rappresentanti la Madonna che appare a Domenica Targa.Sul colle antistante la conca della ""Comparsa"" sorge il Monumento al Redentore, eretto quale omaggio diocesano al mistero della Redenzione all'alba del XX secolo. Il monumento, delineato dal capomastro Fortunato Bernardi, abbellito e perfezionato dal celebre ingegnere Emilio Paor, è sullo stile del risorgimento italiano.",Santuario della Madonna di Piné: Chiesa di Sant'Anna,,,http://www.webdiocesi.chiesacattolica.it/triveneto/trento/00028724_Santuario_Montagnaga_di_Pine.html| Santuario della Madonna di Montagnaga,,/var/baselgapine/storage/images/territorio/luoghi-e-punti-di-interesse/santuario-della-madonna-di-pine/54927-1-ita-IT/Santuario-della-Madonna-di-Pine.jpg,,,,,,,,,,,Punto di interesse,Santuario della Madonna di Piné,,montagnaga baselga di pinè tn,46.101586,11.236857,2015-01-24T15:51:12+01:00,2014-05-08T11:10:09+02:00,d64568076ab37564a895ad54fb6ddba7,TN,,,,PointOfInterest,Point of interest
1755,2361,12,,,Baselga di Pinè,"Il nome di Faida sembra derivare da – Fagum – faggio, pianta che abbonda nei boschi che sovrastano l’abitato.
Il paese di Faida comprende pure i nuclei abitati del Cané, di Rauta e di Prada.Il terreno sul quale sorge l’abitato di Faida è un’ampia spianata di origine morenica la quale anticamente veniva a costituire lo sbarramento naturale verso sud-est di quel lago postglaciale che occupava tutta la Valle di Piné.La Chiesa Parrocchiale è dedicata alla SS. Trinità. Inizialmente nella frazione era stata costruita una semplice cappella, che è ricordata anche in un documento del 1600. Nella Chiesa di Faida sono collocati due altari i quali costituiscono la più importante e bella opera d’arte esistente sull’Altopiano. Si tratta di due altari del 1600 di stile barocco e apparentemente di nessuna pretesa artistica. Ciò che li rende interessanti sono gli stupendi intarsi policromi di marmo che costituiscono gli ornamenti decorativi.A Faida ci sono un buon numero di lavoratori occupati nel settore dell’edilizia. Da diversi anni l’agricoltura ha subito una radicale trasformazione. In quasi tutto il terreno disponibile vengono ora coltivate fragole e lamponi, ciò che è alla base di un ben remunerato commercio.",Punto di riferimento di ogni paese è la propria chiesa; quella della Faida fu costruita tra il 1857 e il 1871.,,,,,/var/baselgapine/storage/images/territorio/informazioni-utili/frazioni/faida2/55201-1-ita-IT/Faida.jpg,,,,,,,,,,,Punto di interesse,Faida,,Faida baselga di pinè,46.109629999999996,11.252834,2014-06-05T14:24:36+02:00,2014-06-05T14:24:36+02:00,172e19e79fdc7a0310e193e255393d23,TN,,,,PointOfInterest,Point of interest
1756,2362,13,,,Baselga di Pinè,"Il nome di Baselga si può affermare che derivi dal latino – basilica – ma con il vero significato di origine della parola, cioè luogo di ritrovo per la discussione di questioni pubbliche.La storia di Baselga quindi è anche quella stessa dell’Altopiano, perché il paese di Baselga ha costituito sempre il nucleo centrale al quale facevano capo le altre ville di Ricaldo, Sternigo, Rizzolaga, Campolongo, Piazze, Bedollo e dal 1625 anche Regnana.
Il nucleo del vecchio abitato del paese che delimita la piazza fa corona all’edificio della chiesa vecchia, al campanile e all’antico sagrato. Le testimonianze più antiche di Baselga risalgono all’inizio del secolo XIII.
Nel 1903 il parroco don Francesco Bernardi dà finalmente inizio ai lavori per la realizzazione della nuova chiesa, su progetto dell’Ing. Natale Tommasi di Trento. La consacrazione della Chiesa ebbe luogo il 30 luglio 1910. Essa è dedicata alla Madonna Assunta, la cui festa patronale ricorre il 15 Agosto.Alla fine del 1200 e nei due secoli successivi, anche sul territorio di Baselga vi fu l’immigrazione di gente venuta dal Nord, favorita nell’insediamento dai signori di Pergine
L’economia di Baselga nei tempi antichi era quella di tutta la gente di Pine’: legname, bestiame e la coltivazione di una campagna avara. Il lavoro artigianale nelle segherie e officine situate lungo il Silla era limitato a qualche famiglia. Esistevano pure dei molini e in tempi non molto lontani si sono aperte anche le botteghe dei “parolòti” cioè dei battitori del rame.
C’è ancora il ricordo di un’attività che è ormai scomparsa da molto tempo: l’allevamento del baco da seta.
Anche in Baselga si è verificato in passato il fenomeno dell’emigrazione, come in tutti i paesi dell’Altopiano. Numerosi sono stati coloro i quali come operai hanno lavorato nella costruzione delle ferrovie del Nord Europa o minatori in Belgio. Negli anni 1950-60 sono state molto le ragazze che hanno trovato occupazione nelle fabbriche in Svizzera.Oggi l’economia della frazione di Baselga è basata in modo precipuo sul turismo. In funzione di questa attività, numerosi negozi per la vendita di ogni genere di merce si aprono, con veste allettante, su tutte le vie, facendo del paese quasi il centro commerciale dell’Altopiano. Essi, unitamente a diverse attività artigianali e ad accoglienti esercizi pubblici, danno vita ad una attività economica vivace e consistente.","Baselga, situata a 960 m dal livello del mare, è il centro dell'omonimo comune dell'Altopiano.",,,,,/var/baselgapine/storage/images/territorio/informazioni-utili/frazioni/baselga2/55210-1-ita-IT/Baselga.jpg,,,,,,,,,,,Punto di interesse,Baselga,,baselga pinè,46.131489,11.246595,2014-06-05T14:32:25+02:00,2014-06-05T14:31:53+02:00,a85c743107933573f6ce24669f671250,TN,,,,PointOfInterest,Point of interest
1757,2363,14,,,Baselga di Pinè,"Miola è la frazione storicamente più importante del Comune di Baselga di Piné. Ilnome deriva da Meola o Medola che significa metà.L’abitato di Miola rispecchia le caratteristiche dei vecchi nuclei abitati della montagna. Un tempo l’economia di base, oltre al legname, era prevalentemente basata sull’allevamento del bestiame e sulla pastorizia. A Miola c’era anche l’attività di lavorare e filare la lana, oltre alla concia delle pelli. Della chiesa di Miola, costruita inizialmente come semplice cappella, si ha la prima notizia negli Atti visitali del 1537.
Nel 1984 si sono iniziati i lavori per realizzare in questa zona lo Stadio Olimpico del Ghiaccio: una pista artificiale per la velocità, a forma di anello, larga 12 metri e che è formata da due rettifili di 113,58 m. ciascuno, collegati da due curve a 180° per uno sviluppo lineare complessivo di 400 metri. E’ stato realizzato pure un campo di pattinaggio di m. 30x60, all’interno di un palazzetto che può ospitare manifestazioni su ghiaccio e un campo di hockey.L’apertura si è avuta nel gennaio 1986 con una gara internazionale di velocità.",La frazione di Miola di trova a 997 m sul livello del mare.  ,,,,,/var/baselgapine/storage/images/territorio/informazioni-utili/frazioni/miola2/55219-1-ita-IT/Miola.jpg,,,,,,,,,,,Punto di interesse,Miola,,miola baselga di pinè,46.126861,11.250003,2014-06-05T14:35:54+02:00,2014-06-05T14:35:54+02:00,a6e65e5aba52de3de857515309d6375d,TN,miola,,,PointOfInterest,Point of interest
1758,2364,15,,,Baselga di Pinè,"E’ un nucleo abitato di origine molto antica. Il nome stesso sembra di origine celtica. I confini della frazione di Montagnaga hanno rappresentato fino alla fine del 1700 anche i confini della Diocesi di Trento con la Diocesi di Feltre.Oggi Montagnaga è un paese che si presenta bene, con un bel viale centrale alberato e una piazza accogliente. D’estate è meta di pellegrinaggi alla Chiesa Parrocchiale di S. Anna del 1500 e alla Conca della Comparsa, luogo dove Maria Benedetta comparve per la prima volta alla fortunata Domenica Targa il 14 maggio 1729. Un tempo i pellegrini percorrevano a piedi la strada da Pergine a Montagnaga attraverso Brazzaniga. La frazione si presta ad un tranquillo soggiorno, favorita dal clima, dall’altitudine ottimale, dai boschi e dalle passeggiate prossime all’abitato e dai servizi generali completi presenti nel paese.","Montagnaga si trova a 882 m sul livello del mare. La chiesa parrocchiale è un frequentato Santuario Mariano, la festa patronale della frazione è il 26 luglio, giorno in cui si festeggia S. Anna. ",,,,,/var/baselgapine/storage/images/territorio/informazioni-utili/frazioni/montagnaga2/55228-1-ita-IT/Montagnaga.jpg,,,,,,,,,,,Punto di interesse,Montagnaga,,montagnaga,46.101586,11.236857,2014-06-05T14:40:03+02:00,2014-06-05T14:40:03+02:00,23f38b30987ece4494482d19ae6d74fb,TN,,,,PointOfInterest,Point of interest
